,medical_school,short_name,cost_type,ownership,residence_status,insurance_required,insurance_waived,cost,year
20834,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Tuition,Public,Resident,Yes,Yes,33010.0,2018.0
20835,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Tuition,Public,Nonresident,Yes,Yes,65180.0,2018.0
20836,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Health Insurance,Public,Resident,Yes,Yes,2140.0,2018.0
20837,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Health Insurance,Public,Nonresident,Yes,Yes,2140.0,2018.0
20838,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Fees,Public,Resident,Yes,Yes,1643.0,2018.0
20839,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Fees,Public,Nonresident,Yes,Yes,1643.0,2018.0
20840,"University of California, Davis, School of Medicine",UC Davis,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,44246.0,2018.0
20841,"University of California, Davis, School of Medicine",UC Davis,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,56491.0,2018.0
20842,"University of California, Davis, School of Medicine",UC Davis,Tuition,Public,Resident,Yes,Yes,37686.0,2018.0
20843,"University of California, Davis, School of Medicine",UC Davis,Tuition,Public,Nonresident,Yes,Yes,49931.0,2018.0
20844,"University of California, Davis, School of Medicine",UC Davis,Health Insurance,Public,Resident,Yes,Yes,3696.0,2018.0
20845,"University of California, Davis, School of Medicine",UC Davis,Health Insurance,Public,Nonresident,Yes,Yes,3696.0,2018.0
20846,"University of California, Davis, School of Medicine",UC Davis,Fees,Public,Resident,Yes,Yes,2864.0,2018.0
20847,"University of California, Davis, School of Medicine",UC Davis,Fees,Public,Nonresident,Yes,Yes,2864.0,2018.0
20848,"University of California, Irvine, School of Medicine",UC Irvine,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,40569.0,2018.0
20849,"University of California, Irvine, School of Medicine",UC Irvine,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,52814.0,2018.0
20850,"University of California, Irvine, School of Medicine",UC Irvine,Tuition,Public,Resident,Yes,Yes,33855.0,2018.0
20851,"University of California, Irvine, School of Medicine",UC Irvine,Tuition,Public,Nonresident,Yes,Yes,46100.0,2018.0
20852,"University of California, Irvine, School of Medicine",UC Irvine,Health Insurance,Public,Resident,Yes,Yes,4641.0,2018.0
20853,"University of California, Irvine, School of Medicine",UC Irvine,Health Insurance,Public,Nonresident,Yes,Yes,4641.0,2018.0
20854,"University of California, Irvine, School of Medicine",UC Irvine,Fees,Public,Resident,Yes,Yes,2073.0,2018.0
20855,"University of California, Irvine, School of Medicine",UC Irvine,Fees,Public,Nonresident,Yes,Yes,2073.0,2018.0
20856,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,40654.0,2018.0
20857,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,52899.0,2018.0
20858,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Tuition,Public,Resident,Yes,Yes,35187.0,2018.0
20859,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Tuition,Public,Nonresident,Yes,Yes,47432.0,2018.0
20860,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Health Insurance,Public,Resident,Yes,Yes,3902.0,2018.0
20861,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Health Insurance,Public,Nonresident,Yes,Yes,3902.0,2018.0
20862,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Fees,Public,Resident,Yes,Yes,1565.0,2018.0
20863,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Fees,Public,Nonresident,Yes,Yes,1565.0,2018.0
20864,"University of California, Riverside School of Medicine",UC Riverside,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,40095.0,2018.0
20865,"University of California, Riverside School of Medicine",UC Riverside,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,52340.0,2018.0
20866,"University of California, Riverside School of Medicine",UC Riverside,Tuition,Public,Resident,Yes,Yes,11442.0,2018.0
20867,"University of California, Riverside School of Medicine",UC Riverside,Tuition,Public,Nonresident,Yes,Yes,23687.0,2018.0
20868,"University of California, Riverside School of Medicine",UC Riverside,Health Insurance,Public,Resident,Yes,Yes,3602.0,2018.0
20869,"University of California, Riverside School of Medicine",UC Riverside,Health Insurance,Public,Nonresident,Yes,Yes,3602.0,2018.0
20870,"University of California, Riverside School of Medicine",UC Riverside,Fees,Public,Resident,Yes,Yes,25051.0,2018.0
20871,"University of California, Riverside School of Medicine",UC Riverside,Fees,Public,Nonresident,Yes,Yes,25051.0,2018.0
20872,"University of California, San Diego School of Medicine",UC San Diego,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,39765.0,2018.0
20873,"University of California, San Diego School of Medicine",UC San Diego,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,52010.0,2018.0
20874,"University of California, San Diego School of Medicine",UC San Diego,Tuition,Public,Resident,Yes,Yes,33855.0,2018.0
20875,"University of California, San Diego School of Medicine",UC San Diego,Tuition,Public,Nonresident,Yes,Yes,46100.0,2018.0
20876,"University of California, San Diego School of Medicine",UC San Diego,Health Insurance,Public,Resident,Yes,Yes,3814.0,2018.0
20877,"University of California, San Diego School of Medicine",UC San Diego,Health Insurance,Public,Nonresident,Yes,Yes,3814.0,2018.0
20878,"University of California, San Diego School of Medicine",UC San Diego,Fees,Public,Resident,Yes,Yes,2096.0,2018.0
20879,"University of California, San Diego School of Medicine",UC San Diego,Fees,Public,Nonresident,Yes,Yes,2096.0,2018.0
20880,"University of California, San Francisco, School of Medicine",UC San Francisco,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,40445.0,2018.0
20881,"University of California, San Francisco, School of Medicine",UC San Francisco,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,52691.0,2018.0
20882,"University of California, San Francisco, School of Medicine",UC San Francisco,Tuition,Public,Resident,Yes,Yes,33849.0,2018.0
20883,"University of California, San Francisco, School of Medicine",UC San Francisco,Tuition,Public,Nonresident,Yes,Yes,46095.0,2018.0
20884,"University of California, San Francisco, School of Medicine",UC San Francisco,Health Insurance,Public,Resident,Yes,Yes,5061.0,2018.0
20885,"University of California, San Francisco, School of Medicine",UC San Francisco,Health Insurance,Public,Nonresident,Yes,Yes,5061.0,2018.0
20886,"University of California, San Francisco, School of Medicine",UC San Francisco,Fees,Public,Resident,Yes,Yes,1535.0,2018.0
20887,"University of California, San Francisco, School of Medicine",UC San Francisco,Fees,Public,Nonresident,Yes,Yes,1535.0,2018.0
20888,University of Central Florida College of Medicine,UCF,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,,31875.0,2018.0
20889,University of Central Florida College of Medicine,UCF,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,,58749.0,2018.0
20890,University of Central Florida College of Medicine,UCF,Tuition,Public,Resident,Yes,,25490.0,2018.0
20891,University of Central Florida College of Medicine,UCF,Tuition,Public,Nonresident,Yes,,25490.0,2018.0
20892,University of Central Florida College of Medicine,UCF,Health Insurance,Public,Resident,Yes,,2195.0,2018.0
20893,University of Central Florida College of Medicine,UCF,Health Insurance,Public,Nonresident,Yes,,2195.0,2018.0
20894,University of Central Florida College of Medicine,UCF,Fees,Public,Resident,Yes,,4190.0,2018.0
20895,University of Central Florida College of Medicine,UCF,Fees,Public,Nonresident,Yes,,31064.0,2018.0
20896,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,Chicago-Pritzker,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,61122.0,2018.0
20897,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,Chicago-Pritzker,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,61122.0,2018.0
20898,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,Chicago-Pritzker,Tuition,Private,Resident,Yes,Yes,55440.0,2018.0
20899,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,Chicago-Pritzker,Tuition,Private,Nonresident,Yes,Yes,55440.0,2018.0
20900,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,Chicago-Pritzker,Health Insurance,Private,Resident,Yes,Yes,4398.0,2018.0
20901,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,Chicago-Pritzker,Health Insurance,Private,Nonresident,Yes,Yes,4398.0,2018.0
20902,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,Chicago-Pritzker,Fees,Private,Resident,Yes,Yes,1284.0,2018.0
20903,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,Chicago-Pritzker,Fees,Private,Nonresident,Yes,Yes,1284.0,2018.0
20904,University of Cincinnati College of Medicine,Cincinnati,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,34032.0,2018.0
20905,University of Cincinnati College of Medicine,Cincinnati,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,52296.0,2018.0
20906,University of Cincinnati College of Medicine,Cincinnati,Tuition,Public,Resident,Yes,Yes,29504.0,2018.0
20907,University of Cincinnati College of Medicine,Cincinnati,Tuition,Public,Nonresident,Yes,Yes,47768.0,2018.0
20908,University of Cincinnati College of Medicine,Cincinnati,Health Insurance,Public,Resident,Yes,Yes,2464.0,2018.0
20909,University of Cincinnati College of Medicine,Cincinnati,Health Insurance,Public,Nonresident,Yes,Yes,2464.0,2018.0
20910,University of Cincinnati College of Medicine,Cincinnati,Fees,Public,Resident,Yes,Yes,2064.0,2018.0
20911,University of Cincinnati College of Medicine,Cincinnati,Fees,Public,Nonresident,Yes,Yes,2064.0,2018.0
20912,University of Colorado School of Medicine,Colorado,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,43911.0,2018.0
20913,University of Colorado School of Medicine,Colorado,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,69867.0,2018.0
20914,University of Colorado School of Medicine,Colorado,Tuition,Public,Resident,Yes,Yes,39364.0,2018.0
20915,University of Colorado School of Medicine,Colorado,Tuition,Public,Nonresident,Yes,Yes,39364.0,2018.0
20916,University of Colorado School of Medicine,Colorado,Health Insurance,Public,Resident,Yes,Yes,4153.0,2018.0
20917,University of Colorado School of Medicine,Colorado,Health Insurance,Public,Nonresident,Yes,Yes,4153.0,2018.0
20918,University of Colorado School of Medicine,Colorado,Fees,Public,Resident,Yes,Yes,394.0,2018.0
20919,University of Colorado School of Medicine,Colorado,Fees,Public,Nonresident,Yes,Yes,26350.0,2018.0
20920,University of Connecticut School of Medicine,Connecticut,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,43196.0,2018.0
20921,University of Connecticut School of Medicine,Connecticut,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,77276.0,2018.0
20922,University of Connecticut School of Medicine,Connecticut,Tuition,Public,Resident,Yes,Yes,36932.0,2018.0
20923,University of Connecticut School of Medicine,Connecticut,Tuition,Public,Nonresident,Yes,Yes,71012.0,2018.0
20924,University of Connecticut School of Medicine,Connecticut,Health Insurance,Public,Resident,Yes,Yes,3104.0,2018.0
20925,University of Connecticut School of Medicine,Connecticut,Health Insurance,Public,Nonresident,Yes,Yes,3104.0,2018.0
20926,University of Connecticut School of Medicine,Connecticut,Fees,Public,Resident,Yes,Yes,3160.0,2018.0
20927,University of Connecticut School of Medicine,Connecticut,Fees,Public,Nonresident,Yes,Yes,3160.0,2018.0
20928,University of Florida College of Medicine,Florida,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,39080.0,2018.0
20929,University of Florida College of Medicine,Florida,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,51336.0,2018.0
20930,University of Florida College of Medicine,Florida,Tuition,Public,Resident,Yes,Yes,32744.0,2018.0
20931,University of Florida College of Medicine,Florida,Tuition,Public,Nonresident,Yes,Yes,45000.0,2018.0
20932,University of Florida College of Medicine,Florida,Health Insurance,Public,Resident,Yes,Yes,1956.0,2018.0
20933,University of Florida College of Medicine,Florida,Health Insurance,Public,Nonresident,Yes,Yes,1956.0,2018.0
20934,University of Florida College of Medicine,Florida,Fees,Public,Resident,Yes,Yes,4380.0,2018.0
20935,University of Florida College of Medicine,Florida,Fees,Public,Nonresident,Yes,Yes,4380.0,2018.0
20936,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,42283.0,2018.0
20937,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,76939.0,2018.0
20938,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Tuition,Public,Resident,Yes,Yes,36672.0,2018.0
20939,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Tuition,Public,Nonresident,Yes,Yes,71328.0,2018.0
20940,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Health Insurance,Public,Resident,Yes,Yes,4839.0,2018.0
20941,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Health Insurance,Public,Nonresident,Yes,Yes,4839.0,2018.0
20942,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Fees,Public,Resident,Yes,Yes,772.0,2018.0
20943,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Fees,Public,Nonresident,Yes,Yes,772.0,2018.0
20944,University of Illinois College of Medicine,Illinois,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,52079.0,2018.0
20945,University of Illinois College of Medicine,Illinois,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,99014.0,2018.0
20946,University of Illinois College of Medicine,Illinois,Tuition,Public,Resident,Yes,Yes,46359.0,2018.0
20947,University of Illinois College of Medicine,Illinois,Tuition,Public,Nonresident,Yes,Yes,93294.0,2018.0
20948,University of Illinois College of Medicine,Illinois,Health Insurance,Public,Resident,Yes,Yes,1517.0,2018.0
20949,University of Illinois College of Medicine,Illinois,Health Insurance,Public,Nonresident,Yes,Yes,1517.0,2018.0
20950,University of Illinois College of Medicine,Illinois,Fees,Public,Resident,Yes,Yes,4203.0,2018.0
20951,University of Illinois College of Medicine,Illinois,Fees,Public,Nonresident,Yes,Yes,4203.0,2018.0
20952,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,40584.0,2018.0
20953,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,61359.0,2018.0
20954,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Tuition,Public,Resident,Yes,Yes,36382.0,2018.0
20955,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Tuition,Public,Nonresident,Yes,Yes,57157.0,2018.0
20956,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Health Insurance,Public,Resident,Yes,Yes,2150.0,2018.0
20957,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Health Insurance,Public,Nonresident,Yes,Yes,2150.0,2018.0
20958,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Fees,Public,Resident,Yes,Yes,2052.0,2018.0
20959,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Fees,Public,Nonresident,Yes,Yes,2052.0,2018.0
20960,University of Kansas School of Medicine,Kansas,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,,38735.0,2018.0
20961,University of Kansas School of Medicine,Kansas,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,,67930.0,2018.0
